,GSM160306,GSM160307,GSM160308,GSM160309,GSM160310,GSM160311
32252_at,-30.3,11.3,64.5,120.5,-71.7,39
32253_at,1218.6,1382.7,398.9,1028.7,1306.7,1449.9
32254_at,5004.4,4891.5,2546.9,5171.3,5386.9,4735.3
32255_i_at,305.3,306.6,128.2,273.9,231.3,324.6
32256_r_at,55.5,61.4,22.8,56.5,45.4,52.4
32257_f_at,41.4,52.5,21.6,68.8,36.4,47.3
32258_r_at,23.3,11.1,6.7,21.2,13.9,7.6
32259_at,403.9,432.5,165.8,488.8,408.9,594.1
32260_at,2972.7,2565,1110.6,2680.9,1914.5,2658.1
32261_at,188.1,180.6,37.8,144.2,177.1,195.3
32262_at,104.6,123.9,45.4,109.5,118.2,127.8
32263_at,5.5,21.8,9.2,-2.8,8.5,6.3
32264_at,-102.9,-129.4,-33,-72.8,-97.3,-52.5
32265_at,109.9,104.6,55.9,124.5,83.4,122
32266_at,135.8,209.9,58.8,183.7,166.3,189
32267_at,4.5,7.6,-2.7,19.9,2.7,6.5
32268_at,183.4,165.4,63.7,220.6,116,86.4
32269_at,50.3,320.7,32,74,279.2,135.3
32270_g_at,38.3,48.8,27.2,46.9,21.7,30.7
32271_at,192.6,199.1,57.3,104,170.2,175.9
32272_at,4379.3,5303.2,3305.8,6827.4,5312.6,4410.1
32273_at,189.3,175.8,20.8,34.8,38.1,35.5
32274_r_at,-66.2,180.1,51.7,57.2,101.2,60.8
32275_at,224,189.9,211.1,95.2,361,154.1
32276_at,4317.3,4564.2,1868.5,5116.7,3738.6,3413.9
32277_at,-20,-19.7,-5.9,-5.5,-17.2,-17.4
32278_at,-0.1,6.4,5.5,13.7,3.6,11
32279_at,527.6,1046.3,389.6,676.2,780.6,806.5
32280_at,7.2,4,2.7,26,12,7.1
32281_at,-51.7,36.8,-14.3,82.9,0.4,10
32282_at,83.7,117.3,68.8,91.9,98.1,65.9
32283_at,11.1,7.7,2.5,13.8,22.8,2.6
32284_at,18.6,86.8,56.3,73.5,38.5,26.3
32285_g_at,3.4,20.1,0.3,29.3,-7.2,7
32286_at,66,95.7,33.3,128.7,79.9,70.2
32287_s_at,52.1,98.3,41.9,84.1,104.9,41.1
32288_r_at,47.5,131.8,44.5,96.9,56.2,45.1
32289_at,16.8,-6.3,-0.8,47.7,20.2,-14.1
32290_at,135.6,208.4,82.2,166.5,240.2,236.6
32291_at,62.7,91.7,26.9,26.3,178.4,126.5
32292_at,13.7,27.3,21.6,27.3,12,6.5
32293_at,13.5,6.1,-4.3,5,14.4,10.3
32294_g_at,34,0.4,-8.2,6.1,-9.1,-12.8
32295_at,-319.7,-405.5,-146.8,-313.3,-376.5,-287.1
32296_at,-37.5,-59.2,-10,-12.1,-40.3,-45.9
32297_s_at,62.5,88.7,28.6,83.4,91.7,52.9
32298_at,4,4.7,-1.5,10.8,7.2,-2.3
32299_at,-15.7,20.8,5.1,-2.8,-3.1,-7.6
322_at,13.7,27.5,18,109.2,17,85.2
32300_s_at,125.4,28.8,5.1,34.8,125.5,121.8
32301_at,9.5,4.1,-11.6,17.3,1.7,9.6
32302_g_at,33.8,-14.6,-2.2,19.7,15.6,2.3
32303_at,9,-11.9,-3.2,37.8,-17.4,-27.7
32304_at,17.4,1.6,-1.2,2.7,9.2,14.4
32305_at,23.4,33.3,-2,27.7,19.5,20.3
32306_g_at,15.1,49.2,12.5,47.5,0.4,-10
32307_s_at,19.9,10.5,17.6,70.5,10.7,35.7
32308_r_at,15.8,24.1,14,19.5,9.6,12.8
32309_at,1.7,17.6,0.1,1,1.4,4.9
32310_f_at,38.3,47.8,19.8,62,37.3,28.7
32311_r_at,32.5,8.2,6.2,9.2,12.7,20.7
32312_at,31.9,-21.7,-18.5,-56.5,8.8,-18
32313_at,-106.3,-11.8,-1.3,-56.7,-9.8,-31.7
32314_g_at,50.9,44.4,-5.3,51.3,30.4,26.5
32315_at,2753.9,2904.6,1306.3,3688.5,2403.8,2197.6
32316_s_at,4064.9,3258.2,2168.7,4525,4112.9,3114.6
32317_s_at,280.6,192.7,66.6,225.3,212.7,214.1
32318_s_at,5688.5,4628,1910.2,4953.1,4949.8,4335.7
32319_at,139.4,182.6,43.3,104.2,137.3,176.9
32320_at,-6.7,-12.2,17.2,37,-14.2,10.5
32321_at,292.1,185.5,51.8,290.8,146.5,207
32322_at,99.7,92,49.4,93.8,104.4,98.1
32323_at,43.8,34.4,16.1,45.8,30.4,38
32324_at,3554.5,3138.6,1266.3,3356.6,3854.3,3900.1
32325_at,4.4,15.2,-0.5,-7.7,18.4,9
32326_at,19.3,25.3,12.6,41.7,34.9,30.4
32327_at,1.8,12.1,36.6,23.8,4.1,40.6
32328_at,79.1,70.8,26.4,83.3,60,61.2
32329_at,335.5,520.1,215.9,410.2,451.5,480
32330_at,3268.1,3483.5,1376.1,3719.2,3007.7,2890.7
32331_at,85,202.9,40.4,207.3,82.5,287.1
32332_at,192.8,463.7,96,484.1,286.7,360.1
32333_at,-55.6,-34,-10.6,-18.7,-64.1,-53.6
32334_f_at,5878,5287.4,3964.6,9295.9,5627.9,4882.3
32335_r_at,5740.9,5370.2,3650.8,8593.8,4826.9,3542.9
32336_at,2884.5,2932.7,1327.2,3187,3648.7,3632.5
32337_at,1763.5,2232.3,949.3,2471.6,1607.1,1439.7
32338_at,47.7,90.6,35.2,107.1,85.6,88.9
32339_at,41.5,-46.7,6.3,3.4,-3.6,46.2
32340_s_at,1054.7,1030.5,297.6,922.2,438,660.1
32341_f_at,2715.6,3121.1,1314.2,4043.6,2467.8,1784.5
32342_at,-45.9,-85.8,-17.8,-66.7,-54,-54.7
32343_at,19.5,12.7,4.4,37.2,23.3,7.7
32344_r_at,3.4,8.7,18,20.7,3.3,5.8
32345_at,392.7,698.2,187,779.6,598.7,534.4
32346_at,42,26.3,24.7,22.7,18.9,14.2
32347_at,-69.5,-112.4,-16,-34.3,-82.7,-81.3
32348_at,-7.7,-6.9,1.4,6.5,-5.6,-9.4
32349_at,29.7,21.5,9.6,10.3,0.6,23.6
32350_at,6.8,-31.9,-3.8,5.9,-11,1.5
32351_at,-11.6,-36.5,-13.1,-6.5,-5.3,12.2
32352_at,548.8,554.4,227.5,536.3,530.1,327.9
32353_at,60,80.6,20.2,71.2,70.1,46.5
32354_at,-9,-1.6,2.2,-3,-17.7,1.4
32355_at,88.2,102.1,53.1,99.8,83.2,101.9
32356_at,-26.9,-28.3,-6.5,-1.9,-35.8,-25.5
32357_at,-8,-25.7,-3.1,-14.9,1.8,-7.1
32358_at,14.7,17.7,6.1,14.3,13.1,12.6
32359_at,55.2,62.4,21.8,69.1,8.2,22.5
32360_s_at,14,5.1,1.2,57,9.4,-1.2
32361_s_at,-116.4,-159.1,-74.3,-105.3,-113.8,-127.7
32362_r_at,-189.5,-237.5,-196.3,-262.1,-264.3,-320.8
32363_at,402.6,82.1,34.7,111.3,30.8,46.8
32364_at,-7.7,-20.7,-12.5,-10.1,-13.1,41.8
32365_at,20.8,24.8,2,9.4,12.4,13.9
32366_at,-11.2,-11.9,16.2,23.9,-19.1,5.2
32367_at,9.8,7.8,4.2,34.1,0.9,9.9
32368_at,616.7,487.5,125.8,443.9,405.1,347.7
32369_at,-66.6,-56.5,-35.4,-59,-62.1,-34.9
32370_at,29.7,59,60.8,93.1,50.6,23.7
32371_at,55.8,42.7,10.3,45.1,85.2,57.3
32372_at,53.2,43,41.6,64.5,61.4,33.6
32373_at,-23.1,-18.4,-12.9,-20.4,-17.5,-12.8
32374_at,109.7,82.1,31.9,71.7,88.4,89.8
32375_at,-86,-131.2,-59.2,-130.5,-125.2,-133.7
32376_at,44.5,70,14.7,46.3,62.7,147.2
32377_at,-0.9,0.5,-0.5,2.4,-3.3,-1.7
32378_at,2251.9,2659.2,1082.2,2144.4,4325.6,3687.4
32379_f_at,93.7,53.8,38.2,112.5,85.4,63.7
32380_at,9.2,-4.4,-7.9,-4.4,-14.2,-8.1
32381_at,49,64.5,39.8,60.2,109.1,122.1
32382_at,-36.8,-17.5,8.6,0,-21.7,6.3
32383_at,45.9,73.2,31.5,47.2,67.5,50.7
32384_g_at,-7.8,-9.5,-5.3,-15.8,-19.2,-11.7
32385_at,38.8,41.9,4.2,33.8,21.2,16.4
32386_at,24.1,32.2,13.1,37,40,49
32387_at,-59.4,-155.7,-32.4,3.9,-36.9,19.4
32388_at,9.3,7.7,-1,9,-3.8,2.4
32389_at,14.8,3.1,12.2,70.8,25.6,-4.8
32390_at,4.2,15.4,9.4,-4.9,5.7,4.5
32391_g_at,-5.7,18.2,-16.3,2.2,-31.4,-24.9
32392_s_at,-32.3,-34.9,-21.8,-43.1,-31.6,-16.5
32393_s_at,236.4,226.8,45.2,204.1,187.7,135.6
32394_s_at,1503,1166.8,501,1248.9,1028.7,1010.4
32395_r_at,1441.3,883.3,369.5,1304.9,968.9,784.3
32396_f_at,57.2,106.7,20.4,110.2,60.3,38
32397_r_at,19.2,84.2,53.5,36.8,9,25.6
32398_s_at,28.9,49,29.8,58,72.6,66.4
32399_at,-10.1,5.5,3.4,0.8,6.7,-1.8
323_at,-151.1,39.5,15,-37.8,-154.1,-20.4
32400_at,48.6,126.9,21.9,52.4,75.6,101.7
32401_at,137,157.9,92.1,135.2,194.8,171.2
32402_s_at,22.5,51.8,20,17.1,50.1,48.1
32403_at,7.2,12.3,2.8,7.8,15.9,15.3
32404_at,7.3,-3.2,-1.4,33.2,17.8,5.7
32405_at,64.3,172.8,81.8,143,58.3,77.4
32406_at,45.8,49.2,13.8,46.5,32.8,24.6
32407_f_at,139.4,327.2,70.7,193.4,184.3,191.7
32408_s_at,1034.8,774.4,263,645.9,704.5,780
32409_at,149.3,34.7,-45.4,34.8,46.6,155.4
32410_at,124.7,154.4,47.7,-13,111.3,160.7
32411_at,-6.6,-1.4,-24.5,-21.5,1.3,-1.4
32412_at,2962.7,3525.2,1422.8,4120.3,3144.6,2856.9
32413_at,2.9,-3.8,1.2,9.1,12.4,0.1
32414_at,12,7.3,2,2.8,7.4,5.2
32415_at,-2.5,5.5,1.4,22.2,-13,8.2
32416_at,-37.4,-22.7,1.2,-43.9,-45.4,-58.1
32417_at,-0.4,-0.6,-10.9,-24.2,-24.3,6.4
32418_at,11.4,6.2,6.7,29.1,8.9,-0.1
32419_at,-10.9,-7.5,26.1,65.9,-6.4,10.9
32420_at,292.1,301.8,73.4,210.9,252.6,343.4
32421_at,14.2,6.3,5.9,12.9,11.5,-3.5
32422_at,75.7,-28,-7.9,-130.2,56.2,45
32423_at,28.2,81.4,-23.4,-13,232.4,-38.8
32424_at,-7.2,-4,-9.2,-17.7,-24.8,-83.7
32425_at,-34.9,-59.2,-19.2,-17.9,-45.6,-26.7
32426_f_at,66.3,63.5,25.2,68.6,73.2,44.8
32427_at,4.1,-3.5,1.8,0.9,2.1,16.2
32428_at,-34.5,-11,-0.1,-29.5,-31.8,-27.9
32429_f_at,23.7,35.4,14.2,36.3,21.9,25.8
32430_at,67,-103.7,45.7,-150.4,-58.6,-16.4
32431_at,78.2,98.5,33.1,98,68.8,70
32432_f_at,1687.8,2402.2,903.7,2964.9,1885.8,2182.7
32433_at,280.5,311,106.9,349.2,224.7,220.5
32434_at,1084.3,1184.3,447.3,1047.8,888.1,903.4
32435_at,2549.8,3009.9,844.8,3534.9,2508.7,2338.7
32436_at,2276.3,2100.3,782.7,3131.1,1752.1,1364.1
32437_at,1780.8,2044.8,745.2,2394.9,1781.6,1731.5
32438_at,4343.2,5247.2,2242.2,7049.5,4508.5,3707.9
32439_at,33.8,37.9,15.1,45.2,35.4,17.3
32440_at,1734.5,1698.7,569,1979.8,1711.9,1546.4
32441_at,14.3,15.6,10.5,46.4,22,19.3
32442_at,8.2,1.3,6.7,4.6,9.9,8.7
32443_at,112.3,121.8,46.8,129.4,98.6,83.9
32444_at,2276.7,3030.7,1393.9,3930.7,3283.3,2317
32445_at,25.2,31,17.6,41.3,19.6,35.4
32446_at,-8.2,-3.2,-22.4,-24.9,7.4,-9.4
32447_at,113.7,175.9,73.7,72.4,132.3,31.7
32448_at,-148.3,-150.1,-64.7,-75.4,-97.7,-171.4
32449_at,-80.5,-76.5,-23.3,-69.9,-82.1,-72.9
32450_at,29.1,29.6,-6,7.2,26.2,27.6
32451_at,-108.3,-84.6,-20.7,-25.6,-50.6,-54.7
32452_at,82.2,92.2,7.8,109.1,59.4,41.5
32453_at,-87.9,-140.1,-74,-176.4,-101.4,-117.7
32454_at,1.6,-10.6,33.8,-0.2,-5.7,-5.8
32455_s_at,-41.7,-33.9,-14.2,-3.9,-13.7,-18.5
32456_s_at,135,149.7,50.4,104,305.2,274.2
32457_f_at,-6.8,59.1,54,-15.5,-2.1,-59.2
32458_f_at,222.3,338,77.5,-88.8,202.9,135.9
32459_at,-358.8,-398.7,-152.5,-405.5,-176,-356.7
32460_at,93.7,118.3,34.6,102.4,80,129.2
32461_f_at,14.5,5.3,8.3,13.7,3.2,5
32462_s_at,-52.7,-32.7,-16.3,-35,-54,-27.3
32463_at,-177.7,-268.5,-47.5,-185.1,-172.9,-208.1
32464_at,156,173.2,21.7,169.7,149.2,166.5
32465_at,30.6,49.4,8.6,17.6,29,1.8
32466_at,5868,5735.5,2613,6295.4,5225.8,5537.4
32467_at,33.8,-21,1.1,-34.6,-9.4,4.4
32468_f_at,327.8,446.2,209.5,185.4,417.6,369.5
32469_at,280.3,279.5,187.6,159.8,258.1,267.7
32470_at,-18.9,-23.8,-24.7,-59.3,-22.3,-15.1
32471_at,9.8,-1.8,3.7,4.6,-0.9,6.4
32472_at,-30.6,-27,3.8,10,-14.3,10.2
32473_at,-101.3,-148.9,-112.1,-51.5,-159.1,-208.8
32474_at,155.2,196.2,94,174,147.9,118.4
32475_at,25.2,23.1,13.4,-2.7,4.6,16.2
32476_at,-10.4,-4.4,-5.2,-16.8,-8,-1.4
32477_at,7.2,11.1,18,12.1,23.9,-5
32478_f_at,819.7,664.6,298.1,841.6,552.4,488.2
32479_at,-23.2,-5.9,-3.9,-32.4,-18.5,0.3
32480_at,-19.8,-27.8,-25,-41.4,-47.2,-31.8
32481_at,-4.4,0,7.5,17.4,2.3,-25.9
32482_at,81.4,85.5,4.1,52.7,91.9,71.6
32483_at,35.7,115.4,18.4,20.8,63.7,65.6
32484_at,309.2,487,183.9,428.8,309.5,346.4
32485_at,-14.3,-53.2,-13.8,26.7,-40.5,7.5
32486_at,-3.5,6.4,5.4,28.4,12.5,-1.8
32487_s_at,2110.4,2164,693.1,2431.2,1732.1,1698
32488_at,17.5,9.3,-10.4,14.2,3.8,9.8
32489_at,3.6,8.2,-4.2,1.1,7.7,7.7
32490_at,78.2,101.1,35,94.9,84.9,43.9
32491_at,-69.7,46.5,32.9,12.2,53.1,96.6
32492_g_at,208.8,262.3,127.3,235.5,273.5,215.3
32493_at,40.3,56.8,27.4,71.3,44.2,88.6
32494_at,-44,-33.9,-14,-27,-6.3,-28
32495_at,-28.2,-30.2,-31.8,-26.8,-19.3,-50.4
32496_at,-41,-40,-14.6,-46.4,-47.5,-28.9
